ID_Cliente;N01_Zona;N02_País;N03_Tipodeproducto;N04_Canaldeventa;N05_Prioridad;N06_Fechapedido;ID_Pedido;N07_Fechaenvío;N08_Unidades;N09_PrecioUnitario;N10_Costeunitario;N11_Importeventatotal;N12_ImporteCostetotal
C2294;Europa;Ukraine;Ropa;Online;Alta;11/10/2021;229457461;26/11/2021;417;109;36;45570;14945
C8776;Asia;Indonesia;Cuidado personal;Online;Media;28/06/2021;877616918;28/06/2021;5203;82;57;425241;294854
C4631;África;Sao Tome and Principe;Verduras;Offline;Baja;02/09/2020;463137519;14/10/2020;1539;154;91;237098;139941
C4876;Asia;Indonesia;Cuidado personal;Online;Crítica;10/01/2022;487630593;25/02/2022;9584;82;57;783300;543125
C7230;Asia;India;Verduras;Online;Crítica;03/07/2021;723019969;27/07/2021;6531;154;91;1006166;593864
C5615;África;Israel;Alimento infantil;Online;Media;06/03/2021;561541974;10/03/2021;1604;255;159;409469;255710
C3657;África;Qatar;Verduras;Online;Alta;04/02/2022;365745437;04/02/2022;1057;154;91;162841;96113
C1184;África;Liberia;Doméstico;Offline;Alta;04/11/2022;118491685;14/12/2022;3178;668;503;2123762;1597072
C7729;África;South Sudan;Doméstico;Online;Alta;25/12/2020;772954547;03/02/2021;3282;668;503;2193262;1649336
C2026;Europa;Latvia;Verduras;Online;Media;13/03/2020;202620351;11/04/2020;8719;154;91;1343249;792819
C8512;Centroamérica y Caribe;Saint Lucia;Frutas;Offline;Baja;12/04/2020;851287925;06/05/2020;3869;9;7;36098;26773
C2830;África;Mali;Verduras;Offline;Crítica;05/06/2021;283068597;13/06/2021;5143;154;91;792331;467653
C6323;Europa;Portugal;Bebida;Offline;Media;23/10/2022;632386195;12/12/2022;5983;47;32;283893;190200
C9539;Asia;Malaysia;Snacks;Online;Crítica;20/02/2021;953977048;22/03/2021;1863;153;97;284257;181531
C3728;Europa;Spain;Cosméticos;Online;Baja;04/09/2020;372889983;25/09/2020;5287;437;263;2311476;1392226
C3344;Europa;Slovenia;Ropa;Offline;Media;15/05/2020;334486329;22/05/2020;793;109;36;86659;28421
C5544;África;Jordan;Verduras;Offline;Media;29/12/2020;554439914;08/01/2021;9946;154;91;1532281;904390
C3687;Centroamérica y Caribe;Honduras;Doméstico;Online;Media;15/11/2020;368737065;01/12/2020;6347;668;503;4241510;3189621
C9836;África;Lebanon;Material de oficina;Online;Baja;28/02/2020;983676612;18/04/2020;624;651;525;406355;327575
C5258;África;Tunisia ;Cereales;Online;Media;06/04/2022;525869882;22/05/2022;5439;206;117;1118802;636961
C7922;Europa;Romania;Frutas;Offline;Alta;28/12/2020;792240703;29/01/2021;484;9;7;4516;3349
C5000;Europa;Netherlands;Cereales;Offline;Alta;30/12/2021;500025403;15/02/2022;7483;206;117;1539253;876334
C2367;África;Azerbaijan;Frutas;Online;Baja;25/04/2021;236772811;11/05/2021;5191;9;7;48432;35922
C2103;Europa;Slovenia;Doméstico;Online;Media;11/02/2021;210344254;15/03/2021;4394;668;503;2936378;2208161
C6989;África;Chad;Ropa;Online;Crítica;12/07/2022;698913562;02/08/2022;2909;109;36;317896;104259
C7009;Australia y Oceanía;Nauru;Verduras;Online;Media;17/05/2021;700967061;13/06/2021;585;154;91;90125;53194
C1853;África;Kenya;Ropa;Offline;Baja;08/01/2021;185303580;07/02/2021;4302;109;36;470123;154184
C5410;Centroamérica y Caribe;Jamaica;Cuidado personal;Online;Alta;20/05/2022;541034448;11/06/2022;2971;82;57;242820;168367
C5275;Europa;Bosnia and Herzegovina;Alimento infantil;Offline;Baja;25/06/2022;527583491;31/07/2022;2534;255;159;646880;403970
C3246;Centroamérica y Caribe;Antigua and Barbuda ;Cuidado personal;Offline;Crítica;09/08/2021;324687039;25/08/2021;965;82;57;78869;54687
C1823;Europa;Romania;Cosméticos;Online;Media;13/11/2021;182393920;31/12/2021;3269;437;263;1429207;860826
C8710;Asia;Kazakhstan;Frutas;Offline;Crítica;29/01/2020;871065461;23/02/2020;6482;9;7;60477;44855
C5313;África;Burkina Faso;Material de oficina;Offline;Alta;31/07/2020;531375491;03/09/2020;4671;651;525;3041802;2452088
C5243;Centroamérica y Caribe;Saint Lucia;Cereales;Offline;Baja;01/06/2022;524310338;23/06/2022;3935;206;117;809430;460828
C4811;Centroamérica y Caribe;Jamaica;Snacks;Offline;Alta;23/09/2020;481168830;20/10/2020;7404;153;97;1129702;721446
C5535;África;Bahrain;Doméstico;Online;Media;05/07/2022;553562295;22/08/2022;239;668;503;159717;120107
C9634;África;Pakistan;Cereales;Offline;Crítica;11/04/2022;963414561;04/05/2022;4633;206;117;953008;542571
C6529;Centroamérica y Caribe;Saint Lucia;Cereales;Online;Baja;05/09/2020;652961957;07/09/2020;4808;206;117;989006;563065
C4347;África;Angola;Snacks;Online;Crítica;11/03/2020;434753310;07/04/2020;2021;153;97;308364;196926
C7416;Europa;Kosovo;Cosméticos;Online;Baja;29/10/2020;741649949;18/12/2020;9556;437;263;4177883;2516381
C2768;Europa;Georgia;Frutas;Offline;Baja;01/08/2021;276825702;11/08/2021;7732;9;7;72140;53505
C9637;Australia y Oceanía;Nauru;Doméstico;Online;Media;06/11/2021;963766896;21/11/2021;8896;668;503;5944930;4470596
C2962;Australia y Oceanía;Solomon Islands;Material de oficina;Online;Baja;06/11/2022;296272361;11/11/2022;2430;651;525;1582440;1275653
C7884;Asia;Thailand;Alimento infantil;Offline;Crítica;28/06/2020;788453423;04/08/2020;9744;255;159;2487448;1553388
C5247;Europa;Russia;Cereales;Offline;Media;03/02/2021;524733912;08/02/2021;9280;206;117;1908896;1086781
C8098;Australia y Oceanía;Samoa ;Frutas;Online;Media;18/10/2022;809850156;04/11/2022;1513;9;7;14116;10470
C3188;Australia y Oceanía;Vanuatu;Snacks;Offline;Baja;18/09/2022;318850982;06/10/2022;3946;153;97;602081;384498
C9470;África;Lesotho;Frutas;Offline;Alta;23/03/2021;947097718;10/04/2021;6116;9;7;57062;42323
C1602;Australia y Oceanía;Solomon Islands;Bebida;Online;Alta;14/07/2020;160264194;28/07/2020;4591;47;32;217843;145948
C4443;Asia;Taiwan;Snacks;Offline;Crítica;23/05/2020;444336736;09/06/2020;7969;153;97;1215910;776499
C7556;Asia;Singapore;Verduras;Online;Baja;19/05/2022;755614173;14/06/2022;1880;154;91;289633;170948
C5707;África;Ghana;Verduras;Offline;Media;06/10/2022;570707833;07/10/2022;3985;154;91;613929;362356
C3365;Europa;Belarus;Bebida;Offline;Alta;02/07/2022;336541545;18/08/2022;8977;47;32;425959;285379
C1203;África;Lesotho;Snacks;Offline;Crítica;03/02/2020;120351636;26/02/2020;3578;153;97;545931;348640
C9596;África;Democratic Republic of the Congo;Cereales;Online;Crítica;30/07/2021;959686934;02/09/2021;1545;206;117;317807;180935
C8124;Europa;San Marino;Frutas;Online;Baja;25/12/2021;812408769;08/02/2022;8663;9;7;80826;59948
C4066;África;Mauritius ;Frutas;Online;Media;03/01/2021;406690967;11/01/2021;7749;9;7;72298;53623
C9910;Europa;Kosovo;Verduras;Online;Media;14/08/2021;991019856;25/09/2021;3653;154;91;562781;332167
C2841;África;Tunisia ;Verduras;Offline;Alta;15/01/2020;284194266;16/01/2020;8254;154;91;1271611;750536
C1253;Europa;Czech Republic;Material de oficina;Online;Alta;20/06/2021;125325524;24/06/2021;5463;651;525;3557560;2867856
C6238;Australia y Oceanía;Federated States of Micronesia;Cosméticos;Offline;Baja;02/07/2021;623837459;10/07/2021;6222;437;263;2720258;1638439
C6094;Europa;Estonia;Doméstico;Offline;Media;08/11/2021;609466397;10/12/2021;3506;668;503;2342955;1761905
C7822;Asia;Nepal;Frutas;Offline;Baja;10/05/2020;782261168;15/06/2020;7318;9;7;68277;50641
C5625;África;Democratic Republic of the Congo;Bebida;Offline;Media;15/12/2020;562583100;24/01/2021;9696;47;32;460075;308236
C3411;Asia;Singapore;Snacks;Offline;Alta;09/11/2020;341106021;12/11/2020;9707;153;97;1481094;945850
C1288;Asia;India;Bebida;Online;Alta;11/07/2020;128816258;12/07/2020;8448;47;32;400858;268562
C9070;África;Angola;Cereales;Offline;Media;04/04/2022;907012641;19/05/2022;4051;206;117;833291;474413
C5773;Asia;Kyrgyzstan;Alimento infantil;Online;Crítica;05/03/2020;577306497;12/03/2020;6676;255;159;1704249;1064288
C7116;África;Burundi;Doméstico;Offline;Crítica;31/08/2021;711621654;02/09/2021;3516;668;503;2349637;1766931
C7021;África;South Africa;Material de oficina;Online;Media;23/03/2020;702194440;30/03/2020;3794;651;525;2470691;1991698
C9115;Europa;Georgia;Cereales;Offline;Baja;14/08/2022;911573684;19/09/2022;3765;206;117;774461;440919
C4226;África;The Gambia;Bebida;Offline;Baja;19/09/2021;422620713;05/10/2021;1715;47;32;81377;54520
C1885;Asia;Nepal;Doméstico;Online;Crítica;18/10/2020;188509356;31/10/2020;2963;668;503;1980084;1489026
C7827;Europa;Albania;Verduras;Online;Media;07/09/2020;782725942;15/09/2020;4855;154;91;747961;441465
C1490;Centroamérica y Caribe;Dominica;Material de oficina;Online;Crítica;04/03/2021;149069297;22/03/2021;1772;651;525;1153944;930229
C3516;África;Oman;Bebida;Online;Media;16/06/2022;351650750;09/07/2022;126;47;32;5979;4006
C8248;África;Ethiopia;Cereales;Online;Media;06/11/2020;824894130;20/12/2020;3359;206;117;690946;393372
C6235;Centroamérica y Caribe;Saint Kitts and Nevis ;Bebida;Online;Alta;21/08/2021;623535764;01/09/2021;6944;47;32;329493;220750
C6726;África;The Gambia;Verduras;Online;Media;05/07/2020;672624480;22/08/2020;3386;154;91;521647;307889
C6175;África;Rwanda;Cosméticos;Online;Media;15/02/2022;617521607;24/03/2022;7221;437;263;3157021;1901506
C1739;Asia;Japan;Frutas;Offline;Crítica;19/07/2021;173900973;19/07/2021;17;9;7;159;118
C4777;Europa;Ireland;Verduras;Online;Baja;24/10/2022;477748906;18/11/2022;5373;154;91;827764;488567
C9353;Europa;Andorra;Alimento infantil;Offline;Media;11/05/2020;935364234;14/06/2020;3918;255;159;1000187;624608
C5733;Asia;Kazakhstan;Snacks;Online;Crítica;15/06/2020;573358285;29/06/2020;8313;153;97;1268398;810019
C2886;Europa;Italy;Verduras;Offline;Alta;17/08/2022;288654887;29/09/2022;8251;154;91;1271149;750263
C5984;África;Tanzania;Snacks;Offline;Baja;01/02/2021;598490369;07/02/2021;5455;153;97;832324;531535
C2904;Centroamérica y Caribe;Antigua and Barbuda ;Ropa;Offline;Crítica;15/06/2020;290413558;19/07/2020;8680;109;36;948550;311091
C4722;África;Qatar;Cosméticos;Online;Media;13/01/2020;472285783;27/01/2020;8713;437;263;3809324;2294394
C5222;África;Jordan;Cárnicos;Offline;Media;16/12/2020;522280871;12/01/2021;3371;422;365;1422191;1229370
C3388;Centroamérica y Caribe;El Salvador;Doméstico;Online;Baja;27/11/2021;338885152;11/12/2021;2502;668;503;1672012;1257355
C7908;Australia y Oceanía;Tonga;Doméstico;Offline;Baja;12/07/2020;790897452;17/07/2020;2986;668;503;1995454;1500584
C5674;África;Madagascar;Cárnicos;Offline;Alta;06/08/2020;567429101;19/09/2020;3735;422;365;1575759;1362117
C2279;África;Seychelles ;Alimento infantil;Offline;Media;29/12/2021;227903926;10/01/2022;691;255;159;176398;110159
C8520;África;Swaziland;Bebida;Offline;Media;23/02/2022;852058255;28/02/2022;1827;47;32;86691;58080
C8899;Australia y Oceanía;Tonga;Cereales;Online;Crítica;25/04/2020;889940917;30/04/2020;2149;206;117;442049;251669
C2119;África;Azerbaijan;Bebida;Offline;Media;16/11/2021;211913239;27/11/2021;8692;47;32;412435;276319
C5586;África;Madagascar;Cereales;Offline;Crítica;10/08/2022;558649051;15/08/2022;5523;206;117;1136081;646799
C5911;África;Iran;Alimento infantil;Online;Alta;16/07/2021;591134679;23/08/2021;8743;255;159;2231913;1393809
C8406;Australia y Oceanía;New Zealand;Cosméticos;Offline;Baja;27/05/2022;840668952;10/07/2022;1479;437;263;646619;389465
C5588;África;Democratic Republic of the Congo;Doméstico;Online;Crítica;29/09/2020;558863198;23/10/2020;8894;668;503;5943593;4469591
C8676;Europa;Lithuania;Alimento infantil;Offline;Baja;12/07/2022;867641246;27/07/2022;3180;255;159;811790;506956
C7092;África;Seychelles ;Cereales;Online;Baja;04/09/2022;709239423;24/09/2022;8561;206;117;1760998;1002579
C8962;Europa;Croatia;Cereales;Online;Crítica;20/10/2020;896206557;16/11/2020;6291;206;117;1294059;736739
C9614;África;Swaziland;Alimento infantil;Online;Crítica;26/08/2022;961403977;05/10/2022;9656;255;159;2464984;1539360
C5080;Asia;Singapore;Snacks;Online;Alta;27/06/2021;508005511;15/08/2021;8975;153;97;1369406;874524
C5594;Europa;Germany;Frutas;Online;Crítica;05/06/2022;559497487;14/06/2022;6595;9;7;61531;45637
C4096;Europa;Norway;Cosméticos;Online;Baja;20/12/2020;409678733;02/01/2021;1896;437;263;828931;499274
C7726;Asia;Malaysia;Cosméticos;Online;Media;10/08/2021;772660577;26/08/2021;6290;437;263;2749988;1656346
C6328;Europa;Austria;Bebida;Online;Crítica;29/01/2022;632866847;12/02/2022;8219;47;32;389992;261282
C3950;Asia;Malaysia;Snacks;Online;Media;10/07/2020;395033872;23/07/2020;8156;153;97;1244442;794721
C5342;África;Lesotho;Cuidado personal;Offline;Alta;20/08/2022;534210479;29/08/2022;3607;82;57;294800;204409
C2457;África;Benin;Frutas;Offline;Alta;18/03/2020;245757997;30/03/2020;4107;9;7;38318;28420
C5953;Europa;Greece;Material de oficina;Offline;Baja;05/03/2021;595350253;24/03/2021;6225;651;525;4053782;3267876
C4689;Europa;Lithuania;Cereales;Offline;Baja;03/06/2022;468973577;13/07/2022;8558;206;117;1760381;1002227
C6229;África;Comoros;Cárnicos;Offline;Alta;02/09/2022;622926795;26/09/2022;6736;422;365;2841851;2456552
C5338;Asia;Myanmar;Doméstico;Offline;Media;17/01/2021;533821237;21/02/2021;8421;668;503;5627502;4231889
C6485;África;Ethiopia;Cuidado personal;Online;Baja;14/05/2021;648580729;04/06/2021;8306;82;57;678849;470701
C1344;África;Guinea;Cereales;Offline;Crítica;16/02/2022;134441602;05/04/2022;3112;206;117;640138;364446
C9289;Centroamérica y Caribe;Saint Lucia;Cosméticos;Offline;Baja;21/10/2020;928952682;05/11/2020;6597;437;263;2884208;1737188
C9899;África;Eritrea;Material de oficina;Offline;Media;27/12/2020;989975297;07/02/2021;4545;651;525;2959749;2385943
C1456;África;Niger;Cuidado personal;Offline;Baja;21/05/2022;145683276;18/06/2022;9774;82;57;798829;553893
C5445;Centroamérica y Caribe;Barbados;Cosméticos;Online;Media;29/03/2022;544562947;11/05/2022;7132;437;263;3118110;1878070
C8054;Australia y Oceanía;Tonga;Snacks;Offline;Crítica;30/06/2022;805413138;10/08/2022;8501;153;97;1297083;828337
C9673;Asia;Indonesia;Bebida;Offline;Baja;19/08/2022;967345178;29/09/2022;7789;47;32;369588;247612
C2397;Asia;Indonesia;Ropa;Online;Alta;07/02/2021;239782893;28/03/2021;5941;109;36;649232;212925
C1524;África;Lebanon;Cuidado personal;Offline;Crítica;27/06/2022;152462613;01/08/2022;5930;82;57;484659;336053
C5054;África;Afghanistan;Ropa;Online;Crítica;01/10/2021;505433166;09/10/2021;7760;109;36;848013;278118
C7190;Europa;Hungary;Frutas;Offline;Baja;04/11/2022;719055879;14/12/2022;3468;9;7;32356;23999
C2840;África;Gabon;Cosméticos;Offline;Media;11/02/2020;284004580;22/03/2020;2121;437;263;927301;558523
C1112;Asia;Mongolia;Material de oficina;Offline;Media;07/08/2022;111265599;07/09/2022;4818;651;525;3137530;2529257
C2821;Norteamérica;Canada;Alimento infantil;Offline;Baja;28/02/2021;282137763;25/03/2021;9689;255;159;2473408;1544620
C4982;África;Afghanistan;Doméstico;Online;Alta;11/05/2021;498232400;27/06/2021;6894;668;503;4607053;3464511
C5314;Europa;Liechtenstein;Cereales;Offline;Media;02/01/2022;531473338;11/01/2022;3626;206;117;745868;424641
C6740;Centroamérica y Caribe;Honduras;Alimento infantil;Online;Crítica;23/04/2022;674096906;01/06/2022;9109;255;159;2325346;1452157
C3886;Norteamérica;Mexico;Alimento infantil;Online;Alta;18/06/2020;388651931;07/08/2020;9598;255;159;2450177;1530113
C5579;África;Liberia;Material de oficina;Online;Media;08/10/2020;557999742;28/10/2020;3378;651;525;2199787;1773315
C3353;Europa;Ireland;Snacks;Offline;Alta;16/10/2020;335314166;01/11/2020;5768;153;97;880081;562034
C2940;África;Morocco;Cárnicos;Offline;Crítica;08/05/2021;294081532;24/05/2021;4115;422;365;1736077;1500699
C1781;Centroamérica y Caribe;Dominica;Ropa;Offline;Media;30/03/2022;178100669;09/05/2022;2801;109;36;306093;100388
C2514;África;Cameroon;Doméstico;Offline;Media;21/10/2020;251482903;06/11/2020;8234;668;503;5502535;4137914
C8486;Asia;Nepal;Cárnicos;Offline;Baja;04/12/2021;848652064;20/12/2021;3860;422;365;1628495;1407703
C1243;Europa;Albania;Cereales;Online;Crítica;25/04/2022;124344480;16/05/2022;5150;206;117;1059355;603117
C8036;Asia;Maldives;Cuidado personal;Online;Baja;08/07/2020;803608977;10/07/2020;4609;82;57;376694;261192
C7318;África;Turkey;Ropa;Offline;Alta;14/03/2021;731806886;28/04/2021;6775;109;36;740372;242816
C5246;Australia y Oceanía;New Zealand;Verduras;Offline;Crítica;12/04/2022;524612033;01/05/2022;3213;154;91;494995;292158
C4180;África;Lebanon;Cereales;Offline;Alta;27/01/2022;418010747;07/02/2022;7524;206;117;1547687;881136
C7183;Europa;Luxembourg;Ropa;Online;Baja;26/09/2020;718301856;12/11/2020;336;109;36;36718;12042
C4520;África;Togo;Ropa;Online;Media;07/09/2021;452096688;18/09/2021;4311;109;36;471106;154506
C5163;Europa;Hungary;Cuidado personal;Offline;Alta;31/07/2021;516319072;31/08/2021;9142;82;57;747176;518077
C5282;Europa;Lithuania;Doméstico;Online;Baja;10/05/2020;528205335;24/06/2020;6551;668;503;4377837;3292140
C1753;Asia;Bangladesh;Material de oficina;Offline;Media;19/08/2022;175304305;18/09/2022;5294;651;525;3447506;2779138
C5654;Asia;China;Bebida;Online;Baja;28/12/2021;565477311;22/01/2022;6157;47;32;292150;195731
C1768;África;Equatorial Guinea;Cárnicos;Offline;Media;05/06/2022;176898181;16/06/2022;6958;422;365;2935511;2537513
C7080;Europa;Belgium;Cereales;Offline;Media;14/08/2022;708053243;12/09/2022;7544;206;117;1551801;883478
C3277;África;Turkey;Snacks;Online;Alta;20/03/2020;327741324;29/03/2020;4796;153;97;731774;467322
C4250;Asia;Indonesia;Cuidado personal;Offline;Media;07/11/2021;425073754;22/12/2021;7625;82;57;623191;432109
C6594;Europa;Russia;Frutas;Online;Baja;08/09/2021;659474360;25/09/2021;1973;9;7;18408;13653
C3106;Europa;Armenia;Cárnicos;Online;Media;05/01/2020;310679471;27/01/2020;5814;422;365;2452868;2120308
C5287;Centroamérica y Caribe;Belize;Cosméticos;Online;Crítica;19/10/2021;528737914;01/12/2021;4153;437;263;1815692;1093609
C2840;Europa;Finland;Snacks;Offline;Alta;30/12/2020;284011018;25/01/2021;4026;153;97;614287;392293
C4171;Australia y Oceanía;Samoa ;Alimento infantil;Offline;Baja;14/12/2021;417172610;19/12/2021;9501;255;159;2425415;1514649
C4892;África;The Gambia;Cosméticos;Offline;Crítica;04/11/2020;489209020;05/12/2020;6675;437;263;2918310;1757728
C1314;Europa;Greece;Doméstico;Online;Baja;25/05/2021;131419074;03/07/2021;8679;668;503;5799915;4361545
C3954;Europa;Finland;Bebida;Online;Crítica;07/01/2022;395414102;04/02/2022;674;47;32;31981;21426
C6031;Centroamérica y Caribe;Trinidad and Tobago;Cereales;Offline;Baja;05/02/2020;603117930;12/03/2020;4853;206;117;998262;568335
C5967;Asia;Vietnam;Frutas;Online;Baja;27/12/2021;596766889;11/01/2022;5439;9;7;50746;37638
C2889;Asia;Indonesia;Cuidado personal;Offline;Media;06/08/2021;288909804;10/08/2021;3686;82;57;301257;208886
C1124;Europa;Norway;Cereales;Online;Media;16/10/2021;112408006;23/10/2021;2882;206;117;592827;337511
C5704;África;Zimbabwe;Cuidado personal;Offline;Crítica;27/07/2021;570435321;11/08/2021;3343;82;57;273223;189448
C8864;África;Namibia;Alimento infantil;Online;Crítica;28/04/2020;886478078;29/05/2020;7418;255;159;1893667;1182578
C3543;Australia y Oceanía;Tonga;Cereales;Online;Alta;17/02/2022;354335105;07/04/2022;4487;206;117;922976;525473
C5881;Asia;Malaysia;Cárnicos;Online;Crítica;18/01/2020;588117730;11/02/2020;5960;422;365;2514464;2173552
C5722;África;Egypt;Bebida;Online;Crítica;21/05/2020;572249782;21/05/2020;282;47;32;13381;8965
C7114;África;Saudi Arabia;Doméstico;Offline;Baja;16/04/2021;711467587;23/05/2021;7924;668;503;5295371;3982127
C5808;Centroamérica y Caribe;Panama;Material de oficina;Online;Crítica;26/09/2022;580819976;24/10/2022;6393;651;525;4163186;3356069
C2756;Centroamérica y Caribe;Haiti;Material de oficina;Online;Media;27/03/2022;275668275;30/04/2022;5223;651;525;3401270;2741866
C8616;África;Mauritania;Cereales;Offline;Alta;30/12/2021;861686313;30/12/2021;983;206;117;202203;115119
C3248;África;The Gambia;Cárnicos;Offline;Crítica;08/10/2021;324860417;18/11/2021;2271;422;365;958112;828211
C3214;Europa;Ireland;Snacks;Offline;Crítica;12/04/2020;321489417;13/04/2020;4718;153;97;719872;459722
C3281;Europa;San Marino;Cosméticos;Online;Baja;14/05/2022;328184640;29/06/2022;5983;437;263;2615768;1575503
C7918;África;United Arab Emirates;Material de oficina;Offline;Baja;30/05/2020;791869914;22/06/2020;760;651;525;494920;398970
C8797;África;Mauritania;Cuidado personal;Online;Media;28/06/2021;879781568;17/08/2021;5771;82;57;471664;327043
C7294;Centroamérica y Caribe;Nicaragua;Cárnicos;Offline;Crítica;19/03/2020;729468429;13/04/2020;4773;422;365;2013681;1740665
C9987;Asia;Malaysia;Ropa;Offline;Alta;05/03/2020;998791825;21/03/2020;3551;109;36;388053;127268
C6159;África;Zambia;Cosméticos;Online;Alta;30/01/2021;615925586;25/02/2021;4923;437;263;2152336;1296374
C8293;África;Malawi;Frutas;Online;Baja;07/03/2020;829356038;29/03/2020;3737;9;7;34866;25860
C2578;África;Lesotho;Cuidado personal;Offline;Alta;09/04/2022;257882010;17/04/2022;1872;82;57;152999;106086
C7406;África;Malawi;Cárnicos;Offline;Baja;11/02/2021;740614831;15/02/2021;3241;422;365;1367345;1181960
C5869;África;Iraq;Cárnicos;Offline;Crítica;19/11/2020;586978328;06/12/2020;8786;422;365;3706726;3204166
C4267;Asia;Turkmenistan;Doméstico;Offline;Media;09/06/2020;426708829;25/06/2020;1480;668;503;989040;743759
C9598;África;United Arab Emirates;Material de oficina;Offline;Baja;19/06/2020;959855163;28/06/2020;1328;651;525;864807;697147
C7067;Asia;Maldives;Doméstico;Online;Alta;20/01/2022;706778657;07/02/2022;366;668;503;244587;183930
C9581;Europa;Romania;Doméstico;Online;Crítica;29/05/2022;958153140;01/06/2022;7661;668;503;5119616;3849959
C8249;África;Lebanon;Cosméticos;Offline;Crítica;28/12/2021;824964940;05/02/2022;4313;437;263;1885644;1135742
C3885;Europa;Portugal;Cosméticos;Online;Alta;30/03/2020;388512885;03/05/2020;8451;437;263;3694777;2225402
C2504;Europa;Bosnia and Herzegovina;Material de oficina;Offline;Crítica;22/09/2022;250408303;07/10/2022;236;651;525;153686;123891
C1825;África;Iraq;Snacks;Offline;Crítica;10/07/2022;182575023;24/08/2022;6861;153;97;1046851;668536
C4772;Europa;Moldova ;Ropa;Offline;Crítica;18/09/2021;477249372;06/11/2021;7549;109;36;824955;270556
C5969;África;Liberia;Cereales;Offline;Alta;06/05/2021;596980178;17/06/2021;8556;206;117;1759969;1001993
C5246;África;Sudan;Alimento infantil;Online;Baja;01/01/2020;524628770;03/01/2020;8166;255;159;2084616;1301824
C3133;África;Democratic Republic of the Congo;Cosméticos;Online;Media;18/12/2020;313368976;02/02/2021;1698;437;263;742366;447134
C5366;África;Morocco;Snacks;Offline;Media;13/03/2022;536687123;15/03/2022;6501;153;97;991923;633457
C9383;Centroamérica y Caribe;Saint Vincent and the Grenadines;Frutas;Online;Media;20/08/2020;938382041;29/09/2020;6954;9;7;64881;48122
C8825;África;Pakistan;Doméstico;Offline;Baja;12/03/2022;882565057;19/04/2022;9468;668;503;6327180;4758049
C7036;Europa;Sweden;Cereales;Online;Alta;27/04/2020;703659999;14/05/2020;7485;206;117;1539665;876568
C3564;Australia y Oceanía;Palau;Cuidado personal;Online;Crítica;24/04/2020;356403195;03/05/2020;6480;82;57;529610;367222
C7658;Europa;Poland;Cereales;Offline;Crítica;15/09/2020;765843474;21/10/2020;8958;206;117;1842661;1049071
C6773;África;Equatorial Guinea;Cárnicos;Online;Crítica;15/06/2020;677342164;15/07/2020;9453;422;365;3988126;3447415
C7065;Australia y Oceanía;Kiribati;Doméstico;Offline;Media;30/04/2020;706573092;15/05/2020;9535;668;503;6371954;4791719
C1895;Asia;Myanmar;Cereales;Offline;Crítica;06/07/2021;189522588;01/08/2021;2800;206;117;575960;327908
C3324;Centroamérica y Caribe;Haiti;Doméstico;Online;Crítica;18/04/2021;332489478;26/05/2021;9880;668;503;6602508;4965095
C1620;África;Mauritius ;Snacks;Online;Media;26/03/2020;162085092;02/05/2020;3435;153;97;524112;334706
C5752;Europa;Luxembourg;Cereales;Online;Crítica;18/09/2020;575233256;05/11/2020;3158;206;117;649601;369833
C2891;Australia y Oceanía;Tonga;Ropa;Offline;Baja;31/08/2022;289170300;11/09/2022;773;109;36;84473;27704
C7914;Europa;Ukraine;Verduras;Offline;Alta;16/02/2022;791445052;19/02/2022;5033;154;91;775384;457651
C4899;África;Sudan;Snacks;Online;Alta;07/04/2021;489918839;21/04/2021;6727;153;97;1026406;655479
C5627;Europa;France;Doméstico;Online;Baja;19/03/2021;562765491;11/04/2021;3669;668;503;2451883;1843819
C9084;Asia;Laos;Ropa;Offline;Media;25/08/2020;908471333;16/09/2020;5711;109;36;624098;204682
C5958;Centroamérica y Caribe;Dominica;Cosméticos;Online;Crítica;31/01/2020;595835196;12/03/2020;9730;437;263;4253956;2562201
C1139;Europa;Estonia;Snacks;Offline;Alta;03/06/2020;113968408;26/06/2020;4639;153;97;707819;452024
C9222;África;Afghanistan;Cuidado personal;Offline;Crítica;23/07/2021;922294795;11/09/2021;6380;82;57;521437;361555
C5005;África;Eritrea;Frutas;Online;Crítica;29/11/2020;500550687;16/12/2020;2926;9;7;27300;20248
C8987;África;Oman;Cárnicos;Online;Alta;08/08/2020;898784911;15/08/2020;9283;422;365;3916405;3385417
C1873;Centroamérica y Caribe;Cuba;Snacks;Offline;Media;18/04/2020;187358796;06/05/2020;2486;153;97;379314;242236
C1069;África;Oman;Cereales;Offline;Crítica;23/06/2021;106946170;27/07/2021;6603;206;117;1358237;773277
C2185;Europa;Luxembourg;Material de oficina;Offline;Alta;29/04/2020;218533360;02/05/2020;7733;651;525;5035807;4059516
C1534;África;Namibia;Material de oficina;Offline;Baja;27/07/2020;153419196;07/08/2020;9004;651;525;5863495;4726740
C9632;Asia;India;Frutas;Online;Alta;12/08/2020;963215005;21/08/2020;5580;9;7;52061;38614
C1698;Australia y Oceanía;Palau;Verduras;Offline;Alta;14/09/2020;169844615;19/10/2020;9651;154;91;1486833;877565
C3155;Europa;Serbia;Cuidado personal;Online;Alta;26/06/2021;315544354;04/08/2021;5441;82;57;444693;308341
C4128;África;Mauritania;Verduras;Offline;Crítica;26/07/2022;412863051;05/08/2022;4206;154;91;647976;382452
C8946;Asia;Maldives;Frutas;Offline;Alta;10/02/2021;894662034;13/02/2021;9232;9;7;86135;63885
